Num_Credit_Card,Interest_Rate,Delay_from_due_date,Changed_Credit_Limit,Outstanding_Debt,Credit_Mix,Payment_of_Min_Amount,Credit_Score
6,16,5,18.2,624.41,Standard,Yes,1
6,16,5,16.2,624.41,Standard,Yes,1
6,16,5,18.2,624.41,Standard,Yes,1
5,3,9,10.9,624.62,Good,No,1
5,3,5,10.9,624.62,Good,No,2
5,3,9,10.9,624.62,Good,No,1
5,3,5,11.9,624.62,Good,No,2
3,8,22,7.09,624.67,Good,No,0
3,8,21,7.09,624.67,Good,No,0
3,8,21,7.09,624.67,Good,No,0
3,8,16,7.09,624.67,Good,No,2
3,1,24,3.66,624.7,Good,No,0
3,1,24,3.66,624.7,Good,No,0
3,1,24,3.66,624.7,Good,No,0
3,1,24,3.66,624.7,Good,No,0
4,9,5,10.36,625.32,Good,No,0
4,9,1,10.36,625.32,Good,No,1
4,9,5,7.3599999999999985,625.32,Good,No,1
4,9,5,10.36,625.32,Good,No,0
7,17,30,8.96,625.46,Standard,No,1
7,17,28,8.96,625.46,Standard,No,1
7,17,28,8.96,625.46,Standard,No,1
7,17,28,8.96,625.46,Standard,No,1
2,11,10,2.35,625.53,Good,No,2
2,11,11,7.35,625.53,Good,No,2
2,11,10,7.35,625.53,Good,No,2
2,11,10,13.35,625.53,Good,No,2
7,4,20,3.98,625.73,Good,No,2
7,4,20,9.98,625.73,Good,No,1
7,4,20,9.98,625.73,Good,No,1
7,4,20,3.98,625.73,Good,No,2
4,6,19,1.37,625.84,Standard,No,1
4,6,19,1.37,625.84,Standard,No,1
4,6,22,7.37,625.84,Standard,No,1
6,3,14,4.37,625.89,Standard,No,1
6,3,19,0.3700000000000001,625.89,Standard,No,1
6,3,19,4.37,625.89,Standard,No,1
3,9,20,6.17,625.99,Standard,No,1
4,9,20,4.17,625.99,Standard,No,1
4,9,20,4.17,625.99,Standard,No,1
4,9,17,4.17,625.99,Standard,No,1
4,6,24,15.34,626.14,Standard,Yes,1
4,6,21,15.34,626.14,Standard,Yes,1
4,6,21,8.34,626.14,Standard,Yes,1
4,6,26,15.34,626.14,Standard,Yes,1
5,8,10,7.63,626.34,Good,No,2
5,8,9,1.63,626.34,Good,No,2
5,8,10,1.63,626.34,Good,No,2
5,8,10,1.63,626.34,Good,No,2
7,5,16,11.3,626.47,Standard,No,1
7,5,16,7.300000000000002,626.47,Standard,No,1
7,5,16,11.3,626.47,Standard,No,1
4,3,7,7.41,626.5,Good,No,1
4,3,2,7.41,626.5,Good,No,1
4,3,5,7.41,626.5,Good,No,1
4,3,5,1.41,626.5,Good,No,1
5,7,24,6.01,626.57,Standard,Yes,1
5,7,24,6.01,626.57,Standard,Yes,1
5,7,22,6.01,626.57,Standard,Yes,1
5,7,24,5.01,626.57,Standard,No,1
3,10,7,7.64,626.64,Good,No,1
3,10,10,7.64,626.64,Good,No,1
3,10,10,7.64,626.64,Good,No,1
3,10,10,7.64,626.64,Good,No,1
4,6,21,5.11,626.72,Good,No,0
4,6,21,9.11,626.72,Good,No,0
4,6,21,5.11,626.72,Good,No,0
7,9,19,0.64,626.73,Good,No,0
6,6,24,0.7000000000000002,627.2,Standard,No,1
6,6,24,6.7,627.2,Standard,No,1
6,6,24,6.7,627.2,Standard,No,1
6,6,30,9.09,627.5,Standard,No,1
6,6,35,9.09,627.5,Standard,No,1
6,6,30,9.09,627.5,Standard,No,1
7,13,12,7.68,628.11,Standard,No,1
7,13,15,7.68,628.11,Standard,No,1
7,13,15,8.68,628.11,Standard,No,1
7,13,15,7.68,628.11,Standard,No,1
6,12,9,3.57,628.32,Good,No,0
6,12,9,3.57,628.32,Good,No,0
6,12,6,3.57,628.32,Good,No,0
6,12,9,3.57,628.32,Good,No,0
5,11,23,1.65,628.57,Good,No,1
5,11,18,1.65,628.57,Good,No,2
5,11,22,1.65,628.57,Good,No,2
6,18,25,14.62,628.61,Standard,Yes,1
6,18,20,14.62,628.61,Standard,Yes,1
6,18,25,14.62,628.61,Standard,Yes,1
6,18,24,11.62,628.61,Standard,Yes,1
5,6,19,5.47,628.79,Good,No,0
5,6,15,5.47,628.79,Good,No,1
5,6,19,5.47,628.79,Good,No,0
5,6,15,5.47,628.79,Good,No,1
7,12,0,3.16,628.85,Good,No,1
7,12,3,3.16,628.85,Good,No,2
3,6,14,5.25,628.91,Good,No,1
3,6,14,5.25,628.91,Good,No,1
3,6,14,5.25,628.91,Good,No,1
3,3,11,8.29,629.16,Good,No,2
3,3,11,8.29,629.16,Good,No,2
3,3,11,8.29,629.16,Good,No,2
3,3,11,8.29,629.16,Good,No,2
6,9,9,10.64,629.16,Good,No,0
6,9,9,10.64,629.16,Good,No,0
6,9,9,10.64,629.16,Good,No,0
6,9,9,10.64,629.16,Good,No,0
4,8,19,11.19,629.26,Standard,Yes,1
4,8,19,11.19,629.26,Standard,Yes,1
4,1,3,8.62,629.61,Good,No,2
4,1,4,8.62,629.61,Good,No,2
4,1,3,1.6199999999999992,629.61,Good,No,2
4,1,3,8.62,629.61,Good,No,2
5,16,14,19.67,629.67,Standard,No,1
5,16,10,19.67,629.67,Standard,Yes,1
5,16,10,19.67,629.67,Standard,Yes,1
4,11,14,7.8,629.75,Good,No,1
4,11,14,3.8,629.75,Good,No,2
4,11,14,3.8,629.75,Good,No,2
3,11,13,2.71,63.44,Good,No,2
3,11,13,2.71,63.44,Good,No,2
3,11,13,2.71,63.44,Good,No,2
3,11,16,2.71,63.44,Good,No,2
1,5,11,2.1899999999999995,63.92,Good,No,2
1,5,11,8.19,63.92,Good,No,2
1,5,11,8.19,63.92,Good,No,2
1,5,11,8.19,63.92,Good,No,2
5,6,1,2.31,630.24,Good,No,2
5,6,1,2.31,630.24,Good,No,2
5,6,1,2.31,630.24,Good,No,2
3,7,20,16.55,630.24,Standard,Yes,1
3,7,20,16.55,630.24,Standard,Yes,1
3,7,20,16.55,630.24,Standard,No,1
3,7,20,16.55,630.24,Standard,No,1
3,7,14,10.95,630.25,Good,No,1
3,7,14,10.95,630.25,Good,No,1
3,7,14,10.95,630.25,Good,No,1
3,7,14,10.95,630.25,Good,No,1
7,16,17,16.32,630.27,Standard,Yes,1
7,16,19,16.32,630.27,Standard,Yes,1
7,16,17,16.32,630.27,Standard,Yes,1
7,16,17,9.32,630.27,Standard,Yes,1
2,5,9,6.34,630.29,Good,No,2
2,5,9,2.34,630.29,Good,No,2
2,5,9,1.34,630.29,Good,No,2
2,5,13,2.34,630.29,Good,No,2
3,9,14,11.75,630.37,Good,No,2
3,9,13,11.75,630.37,Good,No,2
3,9,14,11.75,630.37,Good,No,2
5,8,9,5.41,630.62,Good,No,2
5,8,9,5.41,630.62,Good,No,2
5,8,9,5.41,630.62,Good,No,2
5,8,13,5.41,630.62,Good,No,2
1,1,20,9.83,630.68,Good,No,2
1,1,15,9.83,630.68,Good,No,1
1,1,18,9.83,630.68,Good,No,2
1,1,12,9.83,630.68,Good,No,1
4,9,6,6.85,631.12,Standard,Yes,1
4,9,7,13.85,631.12,Standard,Yes,1
4,9,6,13.85,631.12,Standard,No,1
4,9,11,13.85,631.12,Standard,Yes,1
3,13,24,19.97,631.4,Standard,Yes,1
3,13,31,19.97,631.4,Standard,Yes,1
3,13,27,19.97,631.4,Standard,Yes,1
3,13,27,19.97,631.4,Standard,No,1
5,19,7,15.8,631.58,Standard,No,1
5,19,8,15.8,631.58,Standard,Yes,1
5,19,9,15.8,631.58,Standard,Yes,1
5,19,7,15.8,631.58,Standard,Yes,1
4,9,8,4.6,632.09,Good,No,1
4,9,8,5.6,632.09,Good,No,1
4,9,8,4.6,632.09,Good,No,1
4,9,8,4.6,632.09,Good,No,1
3,6,8,5.68,632.13,Standard,No,1
3,6,8,5.68,632.13,Standard,No,1
3,6,12,5.68,632.13,Standard,No,1
3,6,8,5.68,632.13,Standard,No,1
3,7,5,17.8,632.16,Standard,Yes,1
3,7,5,17.8,632.16,Standard,Yes,1
3,7,5,17.8,632.16,Standard,Yes,1
3,7,5,13.8,632.16,Standard,Yes,1
5,3,8,3.78,632.29,Good,No,1
5,3,7,7.7799999999999985,632.29,Good,No,1
5,3,7,3.78,632.29,Good,No,1
5,3,7,3.78,632.29,Good,No,1
5,4,5,1.99,632.46,Good,No,1
5,4,5,1.99,632.46,Good,No,1
5,4,5,1.99,632.46,Good,No,1
5,4,6,1.99,632.46,Good,No,2
3,6,6,17.03,632.88,Standard,Yes,1
3,6,6,20.03,632.88,Standard,Yes,1
3,6,6,10.03,632.88,Standard,Yes,1
3,6,6,16.03,632.88,Standard,Yes,1
7,17,20,2.55,632.93,Standard,No,1
7,17,20,2.55,632.93,Standard,No,1
7,17,20,2.55,632.93,Standard,No,1
7,17,20,9.55,632.93,Standard,No,1
7,11,8,9.81,633.13,Good,No,0
7,11,8,9.81,633.13,Good,No,0
7,11,8,2.8100000000000005,633.13,Good,No,1
7,5,2,5.57,633.46,Good,No,2
7,5,2,5.57,633.46,Good,No,2
7,5,2,6.57,633.46,Good,No,2
7,5,2,5.57,633.46,Good,No,2
6,1,27,6.16,633.47,Good,No,2
6,1,26,10.16,633.47,Good,No,0
6,1,27,6.16,633.47,Good,No,2
6,1,27,6.16,633.47,Good,No,2
6,2,29,2.1,633.54,Standard,No,1
6,2,29,2.1,633.54,Standard,No,1
6,2,27,2.1,633.54,Standard,No,1
6,2,28,2.1,633.54,Standard,No,1
7,13,8,9.73,633.61,Standard,No,2
7,13,8,9.73,633.61,Standard,No,2
7,13,3,9.73,633.61,Standard,No,1
7,13,8,9.73,633.61,Standard,No,2
3,3,18,1.81,633.75,Good,No,2
3,3,12,1.81,633.75,Good,No,2
3,3,13,1.81,633.75,Good,No,2
3,3,14,3.81,633.75,Good,No,2
7,20,20,15.3,634.36,Standard,Yes,2
7,20,17,15.3,634.36,Standard,Yes,1
7,20,23,15.3,634.36,Standard,No,1
7,18,20,2.35,634.52,Standard,No,1
7,18,17,2.35,634.52,Standard,No,1
7,18,19,2.35,634.52,Standard,No,1
7,18,16,2.35,634.52,Standard,No,1
5,10,19,17.69,634.77,Standard,Yes,1
5,10,19,17.69,634.77,Standard,Yes,1
5,10,19,17.69,634.77,Standard,Yes,1
6,5,3,2.44,634.84,Good,No,1
6,5,3,5.44,634.84,Good,No,1
6,5,3,3.44,634.84,Good,No,1
6,5,3,3.44,634.84,Good,No,1
4,16,24,8.59,634.86,Standard,Yes,1
4,16,25,8.59,634.86,Standard,No,1
4,16,27,7.59,634.86,Standard,Yes,1
4,16,24,8.59,634.86,Standard,Yes,1
3,6,22,19.05,635.59,Standard,Yes,1
3,6,25,17.05,635.59,Standard,Yes,1
3,6,20,19.05,635.59,Standard,Yes,1
3,6,22,24.05,635.59,Standard,Yes,1
7,16,17,9.94,635.84,Standard,Yes,1
7,16,17,9.94,635.84,Standard,Yes,1
7,16,17,9.94,635.84,Standard,Yes,1
7,16,17,9.94,635.84,Standard,Yes,1
6,20,24,19.83,636.21,Standard,No,1
6,20,24,19.83,636.21,Standard,Yes,1
6,20,24,22.83,636.21,Standard,No,1
6,20,24,16.83,636.21,Standard,Yes,1
4,1,5,2.98,636.43,Good,No,1
4,1,5,2.98,636.43,Good,No,1
4,1,5,2.98,636.43,Good,No,1
7,16,29,15.65,636.46,Standard,Yes,1
7,16,29,9.65,636.46,Standard,Yes,1
7,16,29,15.65,636.46,Standard,Yes,1
7,16,29,15.65,636.46,Standard,Yes,1
4,13,18,4.08,636.65,Standard,No,1
4,13,18,6.08,636.65,Standard,No,1
4,13,18,4.08,636.65,Standard,No,1
4,13,18,4.08,636.65,Standard,No,1
6,18,33,16.99,636.73,Standard,No,1
6,18,32,16.99,636.73,Standard,Yes,1
6,18,28,16.99,636.73,Standard,Yes,1
6,18,28,16.99,636.73,Standard,Yes,1
7,12,17,14.86,636.92,Standard,Yes,1
7,12,17,13.86,636.92,Standard,Yes,1
7,12,18,8.86,636.92,Standard,Yes,1
5,5,23,0.75,636.95,Good,No,0
5,5,23,0.75,636.95,Good,No,0
5,5,23,0.75,636.95,Good,No,0
5,5,23,0.75,636.95,Good,No,0
3,19,3,10.7,636.96,Standard,Yes,1
3,19,11,10.7,636.96,Standard,Yes,1
3,19,6,9.7,636.96,Standard,Yes,1
3,19,8,10.7,636.96,Standard,Yes,1
4,6,19,7.75,637.0,Standard,No,1
4,6,19,7.75,637.0,Standard,No,1
4,6,19,4.75,637.0,Standard,No,1
4,6,16,9.75,637.0,Standard,No,1
7,7,28,12.95,637.11,Standard,Yes,1
7,7,28,14.95,637.11,Standard,Yes,1
7,7,28,14.95,637.11,Standard,Yes,1
7,7,28,14.95,637.11,Standard,Yes,1
4,8,7,9.87,637.14,Good,No,0
4,8,7,9.87,637.14,Good,No,0
4,8,11,8.87,637.14,Good,No,1
4,8,7,2.8699999999999988,637.14,Good,No,1
4,8,13,6.36,637.18,Good,No,0
4,8,13,0.3600000000000003,637.18,Good,No,2
4,8,13,6.36,637.18,Good,No,0
4,8,13,6.36,637.18,Good,No,0
3,11,14,14.18,637.25,Good,No,2
3,11,14,8.18,637.25,Good,No,2
3,11,14,8.18,637.25,Good,No,2
3,11,14,8.18,637.25,Good,No,2
5,16,6,11.57,637.5,Standard,Yes,1
5,16,6,11.57,637.5,Standard,No,1
5,16,6,11.57,637.5,Standard,No,1
5,16,3,11.57,637.5,Standard,Yes,1
5,9,23,19.52,638.12,Standard,Yes,1
5,9,23,19.52,638.12,Standard,No,1
4,9,30,12.46,638.27,Standard,No,2
4,9,30,12.46,638.27,Standard,Yes,1
4,9,30,12.46,638.27,Standard,No,2
4,9,30,12.46,638.27,Standard,Yes,1
7,19,7,9.75,638.57,Standard,No,1
7,19,7,9.75,638.57,Standard,No,1
7,19,9,9.75,638.57,Standard,No,1
7,19,7,9.75,638.57,Standard,No,1
5,3,14,11.0,638.7,Good,No,2
5,3,14,16.0,638.7,Good,No,2
5,3,12,5.0,638.7,Good,No,2
5,3,14,11.0,638.7,Good,No,2
7,16,13,4.95,638.99,Standard,No,1
7,16,13,4.95,638.99,Standard,No,1
7,16,10,4.95,638.99,Standard,No,1
7,16,9,4.95,638.99,Standard,No,1
7,11,28,12.28,639.32,Standard,Yes,1
7,11,28,12.28,639.32,Standard,Yes,1
7,11,28,12.28,639.32,Standard,Yes,1
7,11,28,12.28,639.32,Standard,Yes,1
5,15,18,7.68,639.97,Standard,Yes,1
5,15,15,7.68,639.97,Standard,Yes,1
5,15,18,7.68,639.97,Standard,Yes,1
3,8,21,6.12,64.27,Standard,No,1
3,8,20,1.12,64.27,Standard,No,1
3,8,21,1.12,64.27,Standard,No,1
3,10,12,5.4,64.38,Good,No,1
3,10,12,1.4,64.38,Good,No,1
3,10,16,1.4,64.38,Good,No,1
3,10,29,4.61,64.47,Good,No,2
3,10,29,4.61,64.47,Good,No,2
3,10,28,4.61,64.47,Good,No,2
3,10,34,4.61,64.47,Good,No,2
4,3,2,9.19,64.53,Good,No,1
4,3,2,9.19,64.53,Good,No,1
4,3,2,5.19,64.53,Good,No,1
4,9,23,17.95,64.53,Standard,Yes,1
4,9,25,11.95,64.53,Standard,Yes,1
4,9,25,17.95,64.53,Standard,Yes,1
4,9,22,17.95,64.53,Standard,Yes,1
4,2,11,10.62,64.65,Good,No,1
4,2,15,10.62,64.65,Good,No,2
4,2,10,10.62,64.65,Good,No,2
4,2,15,10.62,64.65,Good,No,2
6,10,6,7.48,64.65,Standard,Yes,0
6,10,6,13.48,64.65,Standard,Yes,1
6,10,6,7.48,64.65,Standard,Yes,0
3,6,6,18.2,64.66,Standard,Yes,1
3,6,9,18.2,64.66,Standard,Yes,1
3,6,6,18.2,64.66,Standard,Yes,1
3,6,6,11.2,64.66,Standard,Yes,1
4,5,0,11.5,64.67,Good,No,1
4,5,0,11.5,64.67,Good,No,1
4,5,0,11.5,64.67,Good,No,1
7,12,6,5.16,64.69,Good,No,1
7,12,15,3.16,64.69,Good,No,1
7,12,11,3.16,64.69,Good,No,1
7,12,11,5.16,64.69,Good,No,1
3,6,7,1.23,64.87,Standard,No,1
3,6,7,1.23,64.87,Standard,No,1
3,6,7,1.23,64.87,Standard,No,1
3,10,5,9.13,640.07,Good,No,1
3,10,5,5.13,640.07,Good,No,1
3,10,5,3.13,640.07,Good,No,1
3,10,5,3.13,640.07,Good,No,1
7,13,5,11.42,640.11,Standard,Yes,1
7,13,5,11.42,640.11,Standard,Yes,1
7,13,5,11.42,640.11,Standard,Yes,1
7,13,5,11.42,640.11,Standard,No,1
5,5,2,1.12,640.4,Good,No,2
5,5,2,1.12,640.4,Good,No,2
5,5,2,1.12,640.4,Good,No,2
5,5,2,0.1200000000000001,640.4,Good,No,2
5,7,8,17.54,640.52,Standard,Yes,1
5,7,8,17.54,640.52,Standard,Yes,1
5,7,11,18.54,640.52,Standard,Yes,1
5,7,4,17.54,640.52,Standard,Yes,1
5,9,23,5.36,640.59,Good,No,2
5,9,20,5.36,640.59,Good,No,2
5,9,27,5.36,640.59,Good,No,0
4,19,4,18.85,640.7,Standard,Yes,1
4,19,10,16.85,640.7,Standard,Yes,1
4,19,5,16.85,640.7,Standard,Yes,1
4,19,8,16.85,640.7,Standard,Yes,1
3,14,9,19.95,640.77,Standard,Yes,1
3,14,9,19.95,640.77,Standard,No,1
3,14,9,19.95,640.77,Standard,Yes,1
3,14,11,19.95,640.77,Standard,Yes,1
5,12,5,19.15,640.78,Standard,Yes,1
5,12,5,19.15,640.78,Standard,No,1
5,12,3,22.15,640.78,Standard,Yes,1
5,12,5,19.15,640.78,Standard,Yes,1
5,13,26,1.25,640.91,Standard,No,1
5,13,22,12.25,640.91,Standard,No,1
5,9,8,10.46,641.04,Good,No,1
5,9,11,10.46,641.04,Good,No,1
5,9,8,10.46,641.04,Good,No,1
5,9,8,10.46,641.04,Good,No,1
5,2,19,4.48,641.14,Good,No,0
5,2,17,4.48,641.14,Good,No,0
5,2,16,4.48,641.14,Good,No,2
5,2,17,4.48,641.14,Good,No,0
4,9,-2,2.07,641.33,Good,No,2
4,9,-2,2.07,641.33,Good,No,2
4,9,3,4.07,641.33,Good,No,2
7,18,5,17.76,641.47,Standard,Yes,1
7,18,5,17.76,641.47,Standard,Yes,1
7,18,5,17.76,641.47,Standard,Yes,1
7,18,10,17.76,641.47,Standard,Yes,1
6,18,19,9.32,641.98,Standard,Yes,1
6,18,19,9.32,641.98,Standard,Yes,1
6,18,20,7.32,641.98,Standard,Yes,1
6,18,19,11.32,641.98,Standard,Yes,1
5,7,17,8.76,641.99,Standard,Yes,1
5,7,18,15.76,641.99,Standard,Yes,1
5,7,17,13.76,641.99,Standard,Yes,1
5,7,17,8.76,641.99,Standard,Yes,1
7,8,15,2.72,642.03,Standard,No,1
7,8,19,2.72,642.03,Standard,No,1
7,8,14,2.72,642.03,Standard,No,1
7,8,15,2.72,642.03,Standard,No,1
3,5,8,9.66,642.11,Good,No,2
3,5,13,9.66,642.11,Good,No,0
3,5,13,9.66,642.11,Good,No,0
3,5,13,9.66,642.11,Good,No,0
5,10,13,11.66,642.22,Standard,Yes,1
5,10,15,15.66,642.22,Standard,Yes,1
5,10,13,13.66,642.22,Standard,Yes,1
5,10,13,11.66,642.22,Standard,Yes,1
7,2,14,12.95,642.42,Good,No,1
7,2,18,10.95,642.42,Good,No,0
7,2,16,10.95,642.42,Good,No,2
7,2,18,10.95,642.42,Good,No,0
2,9,27,5.31,642.46,Standard,No,1
2,9,27,5.31,642.46,Standard,No,1
2,9,23,5.31,642.46,Standard,No,1
2,9,27,5.31,642.46,Standard,No,1
3,1,19,1.17,642.57,Good,No,2
3,1,19,4.17,642.57,Good,No,2
3,1,19,1.17,642.57,Good,No,2
6,20,14,5.62,642.59,Standard,No,1
6,20,17,5.62,642.59,Standard,No,1
6,20,13,5.62,642.59,Standard,No,1
6,20,14,7.62,642.59,Standard,No,1
6,19,26,18.6,642.65,Standard,No,1
6,19,29,14.6,642.65,Standard,Yes,1
6,19,29,14.6,642.65,Standard,Yes,1
6,19,27,14.6,642.65,Standard,Yes,1
3,1,0,8.6,642.93,Good,No,1
3,1,0,8.6,642.93,Good,No,1
3,1,0,8.6,642.93,Good,No,1
3,1,0,8.6,642.93,Good,No,1
5,2,13,3.27,643.02,Good,No,2
5,2,13,3.27,643.02,Good,No,2
6,18,10,5.09,643.23,Standard,No,1
6,18,15,5.09,643.23,Standard,No,1
6,18,10,1.09,643.23,Standard,No,1
6,18,10,5.09,643.23,Standard,No,1
3,10,2,7.6099999999999985,643.24,Good,No,2
3,10,-2,9.61,643.24,Good,No,1
3,10,2,0.6099999999999999,643.24,Good,No,2
5,8,7,4.41,643.56,Standard,No,1
5,8,7,4.41,643.56,Standard,No,1
5,8,9,4.41,643.56,Standard,No,1
5,8,7,4.41,643.56,Standard,No,1
4,12,-3,5.119999999999999,643.75,Good,No,2
4,12,1,16.119999999999994,643.75,Good,No,1
4,12,0,9.12,643.75,Good,No,2
4,12,1,9.12,643.75,Good,No,2
5,6,30,4.1,643.89,Standard,No,1
5,6,29,4.1,643.89,Standard,No,1
5,6,27,4.1,643.89,Standard,No,1
7,4,7,11.44,644.34,Good,No,2
7,4,7,5.44,644.34,Good,No,2
7,4,7,5.44,644.34,Good,No,2
7,4,10,5.44,644.34,Good,No,2
7,3,9,3.13,644.39,Good,No,1
7,3,9,3.13,644.39,Good,No,1
4,5,23,4.47,644.4,Good,No,2
4,5,18,4.47,644.4,Good,No,0
4,5,23,4.47,644.4,Good,No,2
19,5,23,4.47,644.4,Good,No,0
4,7,8,9.11,644.57,Good,No,1
4,7,8,9.11,644.57,Good,No,1
4,7,8,9.11,644.57,Good,No,1
4,7,8,9.11,644.57,Good,No,1
6,19,23,13.64,644.74,Standard,No,1
6,19,21,7.6400000000000015,644.74,Standard,Yes,1
6,19,26,13.64,644.74,Standard,Yes,1
6,19,29,13.64,644.74,Standard,Yes,1
1,9,1,11.8,644.87,Good,No,2
1,9,1,12.8,644.87,Good,No,2
1,9,1,11.8,644.87,Good,No,2
1,9,2,11.8,644.87,Good,No,2
2,10,3,0.95,645.14,Good,No,2
2,10,8,0.95,645.14,Good,No,2
7,4,7,5.85,645.24,Good,No,2
7,4,5,5.85,645.24,Good,No,2
7,4,8,5.85,645.24,Good,No,2
7,4,8,5.85,645.24,Good,No,2
6,12,7,2.87,645.25,Good,No,2
6,12,7,2.87,645.25,Good,No,2
6,12,7,4.87,645.25,Good,No,2
3,3,18,6.88,645.33,Good,No,0
3,3,18,6.88,645.33,Good,No,0
3,3,18,6.88,645.33,Good,No,0
3,3,18,6.88,645.33,Good,No,0
1,3,13,4.41,645.4,Good,No,2
1,3,13,4.41,645.4,Good,No,2
1,3,13,3.41,645.4,Good,No,2
1,3,11,3.41,645.4,Good,No,2
7,3,8,1.42,645.49,Standard,No,1
7,3,8,1.42,645.49,Standard,No,1
7,3,3,1.42,645.49,Standard,No,1
7,3,6,1.42,645.49,Standard,No,1
4,9,7,2.9,645.51,Standard,No,1
4,9,7,7.9,645.51,Standard,No,1
4,9,7,1.9,645.51,Standard,No,1
4,9,8,1.9,645.51,Standard,No,1
4,19,15,12.5,645.77,Standard,Yes,1
4,19,15,12.5,645.77,Standard,Yes,1
4,19,15,12.5,645.77,Standard,Yes,1
4,19,15,12.5,645.77,Standard,Yes,1
5,18,24,13.29,645.83,Standard,Yes,1
5,18,24,13.29,645.83,Standard,Yes,1
5,18,28,8.29,645.83,Standard,Yes,1
5,18,25,13.29,645.83,Standard,Yes,1
4,9,7,3.05,646.04,Good,No,2
4,9,7,3.05,646.04,Good,No,2
4,9,12,3.05,646.04,Good,No,2
6,7,17,10.87,646.05,Standard,Yes,1
6,7,17,10.87,646.05,Standard,Yes,1
6,7,17,10.87,646.05,Standard,Yes,1
6,7,17,10.87,646.05,Standard,No,1
5,10,7,6.42,646.47,Good,No,0
5,10,7,6.42,646.47,Good,No,0
5,10,7,6.42,646.47,Good,No,0
5,10,7,6.42,646.47,Good,No,0
5,1,15,1.27,646.77,Good,No,2
5,1,5,3.27,646.77,Good,No,0
5,1,10,1.27,646.77,Good,No,2
5,1,10,5.27,646.77,Good,No,2
6,6,12,2.38,646.89,Good,No,1
6,6,12,2.38,646.89,Good,No,1
6,6,13,2.38,646.89,Good,No,1
6,6,9,2.38,646.89,Good,No,1
5,3,1,2.21,646.98,Good,No,2
5,3,1,2.21,646.98,Good,No,2
5,3,0,2.21,646.98,Good,No,2
5,15,29,13.95,646.98,Standard,Yes,1
5,15,29,13.95,646.98,Standard,Yes,1
5,15,30,13.95,646.98,Standard,Yes,1
5,15,28,20.95,646.98,Standard,Yes,1
4,8,30,10.07,647.15,Standard,No,1
4,8,28,10.07,647.15,Standard,No,1
4,8,25,10.07,647.15,Standard,No,1
3,5,20,10.38,647.24,Standard,No,1
3,5,20,10.38,647.24,Standard,No,1
3,5,20,10.38,647.24,Standard,No,1
3,5,18,10.38,647.24,Standard,No,1
1,5,10,7.65,647.77,Good,No,2
1,5,11,7.65,647.77,Good,No,2
1,5,10,6.65,647.77,Good,No,2
1,5,10,8.65,647.77,Good,No,2
3,11,8,6.81,647.94,Good,No,2
3,11,10,6.81,647.94,Good,No,2
3,11,5,12.81,647.94,Good,No,1
5,10,11,6.98,648.02,Good,No,2
5,10,9,6.98,648.02,Good,No,0
5,10,11,6.98,648.02,Good,No,2
5,10,11,6.98,648.02,Good,No,2
3,1,2,7.37,648.36,Good,No,2
3,1,2,11.37,648.36,Good,No,2
3,1,6,6.37,648.36,Good,No,2
7,8,22,13.66,648.66,Standard,Yes,1
7,8,21,13.66,648.66,Standard,Yes,1
7,8,21,13.66,648.66,Standard,Yes,1
7,8,21,13.66,648.66,Standard,Yes,1
3,16,23,15.55,649.07,Standard,Yes,1
3,16,21,15.55,649.07,Standard,Yes,1
3,16,23,15.55,649.07,Standard,Yes,1
3,16,28,15.55,649.07,Standard,Yes,1
6,5,26,15.62,649.26,Standard,Yes,1
6,5,28,15.62,649.26,Standard,Yes,1
6,5,27,15.62,649.26,Standard,Yes,1
6,5,28,15.62,649.26,Standard,Yes,1
3,4,13,10.7,649.7,Good,No,2
3,4,13,10.7,649.7,Good,No,2
3,4,13,5.699999999999998,649.7,Good,No,2
3,4,13,11.7,649.7,Good,No,2
6,7,2,5.62,649.84,Good,No,0
6,7,2,5.62,649.84,Good,No,0
6,7,2,5.62,649.84,Good,No,0
4,18,20,5.77,65.12,Standard,No,0
4,18,19,5.77,65.12,Standard,No,1
4,18,19,5.77,65.12,Standard,No,1
4,18,19,5.77,65.12,Standard,No,1
6,19,21,14.420000000000002,65.19,Standard,Yes,1
6,19,18,16.42,65.19,Standard,Yes,1
6,19,16,16.42,65.19,Standard,Yes,1
6,19,18,11.420000000000002,65.19,Standard,Yes,1
3,5,26,14.98,65.59,Standard,Yes,1
3,5,23,1.9800000000000004,65.59,Standard,No,1
3,5,23,8.98,65.59,Standard,Yes,1
7,12,11,3.58,65.89,Good,No,1
7,12,13,3.58,65.89,Good,No,1
7,12,11,3.58,65.89,Good,No,1
3,4,9,11.68,650.2,Good,No,2
3,4,9,11.68,650.2,Good,No,2
1,7,14,2.88,650.28,Good,No,2
1,7,14,2.88,650.28,Good,No,2
1,7,14,2.88,650.28,Good,No,2
1,7,14,2.88,650.28,Good,No,2
3,8,21,11.45,650.3,Good,No,0
3,8,25,11.45,650.3,Good,No,0
3,8,21,11.45,650.3,Good,No,0
3,8,21,11.45,650.3,Good,No,0
5,13,26,16.1,650.47,Standard,Yes,1
5,13,23,21.1,650.47,Standard,Yes,1
5,13,26,15.1,650.47,Standard,Yes,1
6,8,6,1.01,651.07,Good,No,2
6,8,5,1.01,651.07,Good,No,1
6,8,11,1.01,651.07,Good,No,1
6,8,6,1.01,651.07,Good,No,2
5,4,6,5.77,651.09,Good,No,0
